ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,regulado,rank_invest,oportunidade_grafica,candidato_padrao,candidato_nota,virada_alta,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,margem_ok,roe_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roe_medio,roic,mrg_liq,ev_ebitda,div_liq_ebitda,lev_roic_adj,liq_corr,div_patrim,peg,payout,cresc_5a,pl_fut,roa,liq_geral,grau_endiv,indep_fin,min_52s,max_52s,dist_min52,dist_max52,dist_mm100,mediana_1a,media_1a,max_drawdown,vol_anual,ret_ytd,min_ytd,max_ytd,rel_ibov_ytd,beta,corr_ibov,corr_usd,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_projetivo,teto_graham_selic,teto_mult_ebitda,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
PETR3,BOVA11,BOVA11,Energia,69.89,73.4,50.0,,,0.9,DY5a=38.9%>=20,86.35,79.74,36.34,,False,13,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$48.12, preço 1.7% abaixo do pescoço; falta fechar acima e segurar",False,7,8,False,,True,,True,False,True,True,True,False,5,10,True,True,True,True,True,True,True,False,True,True,True,0.65,True,621881327616.0,4.66,1.29,7.55,38.86,27.73,30.77,19.69,24.32,2.9,1.29,0.92,0.85,0.76,0.31,181.09,96.8,3.26,10.07,0.28,65.87,33.99,28.69,52.45,64.9,-9.8,2.4,40.44,39.22,-22.9,28.6,54.8,29.47,52.45,45.38,0.37,0.22,-0.07,47.310001373291016,131.31865334451194,243.59610195406964,134.5187807287781,91.52851288970868,304.57082429157305,56.1476,122.84356579760114,53.17581509382557,142.2124817625085,127.08110957105654,114.3729986139509,8,True,5.7,141.75226229970153,200.59707806898297,2026-11-10,2026-08-24,última,,,False,False,,,Em Alta,48.05994415283203,-1.5604320661634086,-10.93846372884365,True,False,False,sem sinal (Em Alta)
PLPL3,SMALL11,SMALL11,Consumo discricionário,68.59,71.87,50.0,,,0.9,,77.92,81.51,52.37,59.57,False,16,Não,,,False,5,8,False,,True,,False,False,True,False,False,True,5,10,True,True,True,False,False,True,True,False,True,True,True,0.52,True,1425409408.0,4.69,1.28,7.02,6.32,27.32,38.02,24.26,8.62,1.95,1.22,0.7,3.0,1.2,0.31,29.65,-37.3,2.87,7.78,1.2,73.04,24.14,6.46,17.36,12.1,-58.3,-19.9,13.82,12.44,-62.8,50.1,-44.6,6.46,16.13,-54.02,1.47,0.5,0.07,7.239999771118164,3.268913166963189,6.063833924716715,20.4541571358882,14.016462045061305,32.91359933992689,11.238900952370878,18.678890667490357,30.979109800066226,,,,6,False,10.1,,,n/d,2025-12-30,última,,,False,False,,,Lateral,7.449999809265137,-2.818792530515335,-58.344444253562244,True,False,False,sem sinal (Lateral)
CXSE3,BOVA11+Wishlist,BOVA11,Insurance,68.54,65.19,87.5,,1.6,0.3,,64.19,32.57,100.0,81.56,False,17,Pivô de alta,,,False,4,6,False,,True,,True,True,True,,True,True,7,8,True,False,False,,True,,True,True,True,True,True,,True,57899999232.0,12.8,4.2,7.01,9.62,32.79,28.44,-1.21,75.43,,,,,,1.0,123.17,12.8,11.23,20.76,,8.23,91.77,12.84,22.04,50.4,-12.4,2.8,17.11,16.69,-18.8,22.1,23.7,15.42,22.04,14.28,0.68,0.53,0.06,19.309999465942383,13.27286326504191,24.621161356652742,19.988866634666916,12.492342733468211,33.82719366208197,22.898448930232796,16.167814284988815,,20.195335046648594,21.443657782449854,19.29929200420487,4,True,1.9,-0.055450347144747614,4.58485554216459,2026-11-09,2026-11-04,próxima,"A Caixa Seguridade (CXSE3) apresenta-se como um caso de estudo interessante no setor de seguros, onde a sua elevada eficiência operacional, traduzida em uma robusta margem líquida de 75,43%, contrasta com indicadores de retorno que demandam atenção. O ROE de 32,8% e o ROIC de -1,2% situam-se abaixo das médias de seus pares setoriais, de 34,3% e 19,5% respectivamente, sugerindo que, apesar da forte conversão em lucro líquido, a rentabilidade sobre o capital investido ainda carece de otimização frente aos concorrentes. Essa qualidade mista convive com múltiplos de preço esticados, visto que o P/L de 12,8 e o P/VP de 4,2 indicam que o mercado cobra um prêmio considerável pelo papel, embora o PEG ratio em 1,0 sinalize um valuation justo quando confrontado com o crescimento. No âmbito da expansão, a companhia supera largamente o setor com um CAGR de receita de cinco anos de 12,8% contra uma retração setorial de 2,5%, o que valida o seu forte posicionamento de mercado e se reflete no atendimento de 4 dos 6 critérios do checklist de investimentos. A distribuição de proventos mostra-se sustentável e atrativa, com um dividend yield de 7,01% que se apoia na alta lucratividade e na solidez de um balanço sem pressões de endividamento financeiro relevante, conforme aponta o score máximo de segurança da empresa. Sob a ótica do valuation, os métodos de precificação revelam uma dispersão acentuada, variando desde os conservadores R$ 12,49 por Graham e R$ 13,27 por Bazin até os otimistas R$ 24,62 por Gordon e R$ 33,83 por Lynch. Essa divergência resulta em uma média de preço-teto de R$ 20,20 e uma mediana de R$ 21,44, deixando o preço atual de R$ 19,31 praticamente em linha com o preço-teto ajustado de R$ 19,30, o que indica um upside nulo de -0,1% com margem de segurança. Em suma, os principais atrativos da tese residem no crescimento robusto de receita acima dos pares, na margem líquida excepcional e no fluxo de dividendos consistente, enquanto os pontos de cautela concentram-se no ROIC negativo, no valuation esticado em termos de P/VP e na ausência de desconto em relação ao preço-teto ajustado.",Pivô de alta,True,False,,,Em Baixa,19.6200008392334,-1.5800273192196679,-12.792417783962751,True,True,True,Pivô de alta
VLID3,SMALL11,SMALL11,Bens Industriais,67.7,67.29,70.0,,,0.7,,62.12,74.86,66.22,73.76,False,18,Não,,,False,4,8,False,,True,,False,False,True,True,False,True,7,10,True,False,True,False,False,True,True,False,True,True,True,0.1,True,1362297600.0,6.16,0.81,10.95,8.58,13.18,13.73,15.68,11.15,3.21,0.48,0.43,2.3,0.41,0.99,52.86,-32.9,10.01,7.18,1.13,45.32,54.23,16.3,22.63,5.6,-23.9,-3.2,19.44,19.26,-27.9,31.0,-16.4,16.3,22.63,-25.82,0.93,0.51,0.08,17.219999313354492,10.55474907910039,19.579059541731223,37.03977125031607,36.56718452753732,41.356532528045534,34.032010118464996,18.38517860684812,31.591719471906266,31.221636577835646,34.032010118464996,30.628809106618498,7,True,3.9,77.86765579523095,81.31032417418606,2026-11-04,2026-08-13,última,,,False,False,,,Em Baixa,17.530000686645508,-1.7684047983362428,-24.579004226094327,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.8%))
LAVV3,SMALL11,SMALL11,Imobiliário,66.71,64.37,80.0,,,0.8,,66.53,55.65,55.1,95.04,False,19,Não,,,False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,0.37,True,1956297856.0,5.42,1.35,24.26,14.03,24.9,19.67,8.69,19.91,6.92,1.5,2.42,4.12,0.86,0.91,76.04,-30.3,2.86,4.85,1.47,60.31,33.37,9.22,18.94,9.7,-46.6,-12.0,12.97,13.34,-51.3,36.0,-31.9,9.22,18.94,-41.32,1.49,0.71,0.06,10.109999656677246,10.131431337967346,18.707834166247224,24.60234614849387,17.728658415308395,37.29788758514589,24.48673101394263,11.977882084650371,10.109999656677246,19.38034630105412,18.21824629077781,16.39642166170003,8,True,3.7,62.1802395499673,91.69482650035687,n/d,2026-02-03,última,,,False,False,,,Lateral,10.359999656677246,-2.4131274930966784,-46.73340410688951,True,False,False,sem sinal (Lateral)
GRND3,SMALL11,SMALL11,Consumo discricionário,66.62,64.26,80.0,,,0.9,DY5a=20.2%>=20,62.69,64.29,67.77,,False,20,Não,,,False,5,8,False,,True,,True,False,True,True,False,True,8,10,True,True,False,True,False,True,True,False,True,True,True,-0.31,True,3121473536.0,5.39,0.97,43.01,20.24,18.04,16.72,7.81,24.95,8.22,-3.59,-6.43,2.05,0.02,0.36,109.08,-24.5,4.61,2.66,2.01,29.93,70.07,3.37,4.83,3.6,-27.8,-9.7,3.91,4.02,-30.3,27.6,-18.9,3.37,4.83,-28.32,0.72,0.45,0.05,3.490000009536743,5.044849555293148,9.358195925068788,8.579313567043014,7.23996451276644,19.42486090651249,6.154156046691009,7.8346938989600385,2.3430092120260544,,,,6,False,8.3,,,2026-11-05,2026-04-24,última,,,False,False,,,Em Baixa,3.554507255554199,-1.814801360066387,-28.516762653782312,True,False,False,sem sinal (Em Baixa; sem novo topo (-1.8%))
DIRR3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.41,65.78,70.0,,,0.9,,71.96,53.69,54.48,90.78,False,22,Não,,,False,5,8,False,,True,,False,False,True,False,True,True,7,10,True,True,False,True,False,True,True,False,True,True,True,0.31,True,5652441088.0,6.61,2.43,14.26,12.12,36.78,26.14,9.99,17.73,4.86,0.6,0.83,4.18,1.16,0.9,80.11,8.6,4.73,5.44,1.01,82.45,14.5,10.3,16.95,6.5,-35.3,-14.0,13.87,13.91,-39.2,40.0,-19.5,10.3,16.88,-28.92,1.49,0.64,0.07,10.970000267028809,9.497073370535443,17.617071102343246,21.98978873496697,12.983567216912961,32.252834249578946,25.678489591076925,12.063123334411271,9.632374997322403,17.71429032464352,15.300319159628103,13.770287243665292,8,True,3.4,25.526772182977652,61.47939738784878,n/d,2025-12-17,última,,,False,False,,,Em Baixa,11.75,-6.638295599754818,-36.43481525593772,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.6%))
LREN3,BOVA11+SMALL11,BOVA11,Consumo discricionário,66.35,65.71,70.0,,,0.9,,68.23,75.17,56.59,48.94,False,23,Não,,,False,6,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,False,False,True,True,True,True,True,True,0.13,True,10281806848.0,7.21,1.04,8.51,4.37,14.41,11.89,23.53,9.35,1.93,0.59,0.35,1.69,0.32,0.73,31.48,3.2,6.27,6.22,1.29,46.72,53.28,10.5,16.05,1.2,-33.8,-23.0,14.37,14.12,-34.6,38.3,-18.1,10.5,15.66,-27.52,1.46,0.66,0.12,10.630000114440918,3.3154352447636004,6.150132379036478,19.53502101474926,18.413664511653693,20.994436093355944,15.828143108169694,13.08852153136975,29.736468109901793,,,,6,False,9.0,,,2026-11-05,2026-06-24,última,,,False,False,,,Em Baixa,13.479999542236328,-21.14242970755025,-35.621810361890205,True,False,False,sem sinal (Em Baixa; sem novo topo (-21.1%))
MULT3,BOVA11+SMALL11,BOVA11,Imobiliário,63.23,62.03,70.0,,,0.8,,86.46,41.33,43.74,40.43,False,27,Não,,,False,7,8,False,,True,,False,False,True,True,True,True,7,10,True,True,True,True,True,True,True,False,True,True,True,0.74,True,13444854784.0,10.14,2.08,4.1,3.71,20.52,17.07,18.7,43.42,7.54,2.13,1.59,1.64,0.75,0.79,37.61,62.0,10.34,10.89,0.29,52.11,47.88,25.46,35.12,7.7,-21.9,-6.8,28.57,29.12,-25.0,27.1,3.4,26.35,35.12,-6.02,1.27,0.8,0.06,27.420000076293945,7.265285029572511,13.477103729857006,35.829881756498494,28.320966203071844,44.64824892834259,26.46426767491697,28.98335753440355,24.278564066167753,28.85748427046546,28.320966203071844,25.48886958276466,7,True,6.1,-7.042780773727464,5.242466047307914,2026-10-29,2026-07-01,última,,,False,False,,,Em Baixa,28.030000686645508,-2.176241867315365,-22.274863919688315,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.2%))
VIVA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,62.33,62.74,60.0,,,0.9,,76.54,53.58,66.01,17.02,False,29,Não,Fundo duplo,"Fundo duplo (pré-confirmação) — pescoço R$23.54, preço 4.0% abaixo do pescoço; falta fechar acima e segurar",False,6,8,False,,True,,False,False,True,True,True,True,6,10,True,True,True,True,False,True,True,False,True,True,True,0.28,True,5165917184.0,8.86,1.63,3.18,1.97,18.4,21.98,17.32,18.56,5.85,1.1,0.89,4.19,0.4,0.59,17.48,0.4,6.88,10.38,1.73,37.54,62.46,20.42,35.35,10.7,-36.1,-2.0,27.5,26.97,-42.2,37.9,-29.9,20.42,32.35,-39.32,1.13,0.51,0.04,22.600000381469727,3.1846928299409654,5.90760519954049,33.79796896777358,28.20908778885038,43.29409766830919,11.158521213526935,30.86456034038191,15.412546776011336,,,,6,False,13.6,,,n/d,2025-12-22,última,,,False,False,,,Lateral,22.700000762939453,-0.440530300038533,-37.0324383709557,True,False,False,sem sinal (Lateral)
BBSE3,BOVA11,BOVA11,Insurance,62.14,59.87,75.0,,1.3,0.3,,67.92,31.54,61.0,92.2,False,30,Não,,,False,5,6,False,,True,,True,False,True,,False,True,6,8,True,True,False,,True,,True,True,True,True,True,,True,77688766464.0,8.45,7.13,11.63,12.82,84.38,83.67,0.0,87.93,,,,,,,108.31,-0.1,9.09,28.81,,55.04,44.96,28.18,40.52,40.0,-2.6,10.1,32.67,32.84,-9.8,18.5,24.6,30.7,40.52,15.18,0.55,0.51,0.06,39.45000076293945,36.11966565971026,52.59023320053814,48.553847092848564,24.108220534195013,,58.623553662704126,12.471935997750936,,48.97182490395027,50.572040146693354,45.51483613202402,4,True,1.6,15.37347338857864,24.136435885587893,2026-11-03,2026-08-07,última,,,False,False,,,Lateral,39.40999984741211,0.10149940543573432,-3.2274316734819064,True,False,False,sem sinal (Lateral)
TOTS3,BOVA11+SMALL11,BOVA11,Tecnologia de informação,60.9,57.53,80.0,,,0.5,,86.25,29.31,49.84,14.18,False,35,Não,Bandeira de alta,"Bandeira de alta (pré-confirmação) — pescoço R$32.23, preço 7.6% acima do pescoço; falta fechar acima e segurar",False,6,8,False,,True,,False,False,True,True,True,True,8,10,True,True,True,True,True,False,True,False,True,True,True,0.55,True,19620771840.0,13.98,3.65,2.04,1.39,26.12,14.98,23.37,21.63,7.98,2.09,1.25,1.84,0.92,0.93,19.42,269.5,16.25,7.39,1.0,42.41,54.01,27.05,47.43,28.2,-26.9,11.6,37.1,37.34,-43.0,38.3,-14.4,27.05,46.82,-23.82,0.97,0.43,-0.03,34.689998626708984,3.4419309933516566,6.384781992667323,32.87857523633004,23.03538757661248,40.667883641456214,10.663943525146328,30.024963046007063,24.920794046783534,,,,6,False,11.8,,,2026-11-04,2026-06-16,última,,,False,False,,,Em Alta,32.75,5.923659928882397,-27.249875934746203,True,False,False,sem sinal (Em Alta)
